State,County,Payam,HF_Boma_ID,Health Facility,Latitude,Longitude
Western Equatoria State,Mundri West County,Kotobi Payam,x3g2hgm8uZv,Garia PHCU,5.033480,30.327960
Western Equatoria State,Mundri West County,Kotobi Payam,XNYKYFhwKBo,Goribalau PHCU,5.185131,30.197410
Western Equatoria State,Mundri West County,Kotobi Payam,nThUAAaASdT,Karika PHCU,5.129960,30.038310
Western Equatoria State,Mundri West County,Kotobi Payam,O1o6LKhy42i,Kotobi PHCC,5.242750,30.200990
Western Equatoria State,Mundri West County,Mundri Payam,PZNTOnjdAbd,Gulu PHCU,5.366820,30.159270
Western Equatoria State,Mundri West County,Mundri Payam,oAxaXUxwq6A,Mbara PHCU,5.386700,30.262640
Western Equatoria State,Mundri West County,Mundri Payam,ayldrHBcCRW,Mundri PHCC,5.346534,30.320864
Western Equatoria State,Mvolo County,Bagori Payam,U6paRuC0FQO,Bogori PHCC,5.740540,29.847510
Western Equatoria State,Mvolo County,Bagori Payam,xKXeDpPeH44,Gira PHCU,5.896880,29.895340
Western Equatoria State,Mvolo County,Bahr El Grindi Payam,KMquzOsewfA,Bahr Grindi PHCC,6.140730,30.177760
Western Equatoria State,Mvolo County,Bahr El Grindi Payam,OQn3Qv3esmn,Lali PHCU,6.211540,30.081670
Western Equatoria State,Mvolo County,Dari Payam,Czo5w2D9t1t,Dari PHCC,5.821140,30.356650
Western Equatoria State,Mvolo County,Kokori Payam,AieiBV0cOsk,Kombi PHCU,6.290300,29.938218
Western Equatoria State,Mvolo County,Kokori Payam,B4hKc9kmCjW,Kulu PHCC,6.229820,29.936650
Western Equatoria State,Mvolo County,Lessi Payam,llLWygkn9cQ,Lesi PHCC,5.882330,30.300930
Western Equatoria State,Mvolo County,Mvolo Payam,Oi2yQ2BsyHs,Domeri PHCU,5.965770,30.356650
Western Equatoria State,Mvolo County,Mvolo Payam,QKJuhmQ3tax,Mvolo County Hospital,6.059650,29.960530
Western Equatoria State,Mvolo County,Yeri Payam,wFUxwMMGQKb,Yeri PHCC,5.784670,30.104300
Western Equatoria State,Nagero County,Duma Payam,jUWCN4Uugrc,Duma PHCC,5.817820,27.575800
Western Equatoria State,Nagero County,Nagero Payam,QRIyKvkhNK2,Bandala PHCU,6.116881,27.722670
Western Equatoria State,Nagero County,Nagero Payam,Bmi9OUuhUpF,Kuro PHCU,6.242303,27.734034
Western Equatoria State,Nagero County,Nagero Payam,Af3eW5xFcYR,Maringindo PHCU,6.182791,27.443532
Western Equatoria State,Nagero County,Nagero Payam,ZrmgmesWdQp,Nagero PHCC,6.387600,27.764980
Western Equatoria State,Nagero County,Namutina Payam,FqmbUN7zWOj,Bassan PHCU,6.042000,27.199690
Western Equatoria State,Nagero County,Namutina Payam,L70twy21iB6,Dangu PHCU,6.473300,27.734560
Western Equatoria State,Nagero County,Namutina Payam,L9Qx6jiMYMB,Guruvanza PHCU,6.002600,27.298130
Western Equatoria State,Nagero County,Namutina Payam,WUJysFLYG6Y,Namutina PHCC,6.473300,27.734560
Western Equatoria State,Nagero County,Namutina Payam,uGZAg0bfs05,Ngogala PHCU,6.000950,27.073540
Western Equatoria State,Nagero County,Namutina Payam,dG9VW0Zcq9Z,Ngonzorono PHCU,5.873560,27.382180
Western Equatoria State,Nzara County,Basukangbi Payam,MRgmTnw8Uem,Basukangbi PHCC,4.683450,28.054200
Western Equatoria State,Nzara County,Nzara Centre Payam,JLTodKJa1Si,Nzara PHCC,4.642110,28.248130
Western Equatoria State,Nzara County,Nzara Centre Payam,CTNx9a6PH9Y,Yabuwa PHCU,4.649250,28.268090
Western Equatoria State,Nzara County,Ringasi Payam,JbuIhM7bvFU,Ringasi PHCC,4.928560,28.178070
Western Equatoria State,Nzara County,Sakure Payam,vDwXFYFdnfX,Nangirimo PHCU,4.469800,28.206380
Western Equatoria State,Nzara County,Sakure Payam,GR059OrPc4d,Sakure PHCC,4.396570,28.211610
Western Equatoria State,Nzara County,Sangua Payam,asyon5HaN8P,Sangua Two PHCU,4.620340,28.212980
Western Equatoria State,Tambura County,Mupoi Payam,rnvbr6ZUGym,Mabia PHCU,5.562030,27.524160
Western Equatoria State,Tambura County,Mupoi Payam,TerFHXdwE9J,Mupoi PHCC,5.562197,27.524122
Western Equatoria State,Tambura County,Mupoi Payam,FBci2Yu66Lb,Nangongo PHCU,5.625969,27.475111
Western Equatoria State,Tambura County,Rii - Yubu Payam,iGTk9UF2dEM,Bambu PHCU,5.452480,27.346360
Western Equatoria State,Tambura County,Rii - Yubu Payam,jTozE09VrMh,Mabenge PHCU,5.496564,27.297333
Western Equatoria State,Tambura County,Rii - Yubu Payam,pgQndMGmvak,Ngboko PHCU,5.391050,27.299140
Western Equatoria State,Tambura County,Rii - Yubu Payam,IkWTV0S5nRN,Source Yubu PHCC,5.388500,27.251230
Western Equatoria State,Tambura County,Tambura Payam,bZmyqQnCBy4,Akpa PHCU,5.568864,27.340872
Western Equatoria State,Tambura County,Tambura Payam,ZvY53rerVAi,Bakiringba PHCU,5.651261,27.410853
Western Equatoria State,Tambura County,Tambura Payam,hEuKuJkZUyK,Dingimo PHCU,5.606425,27.348189
Western Equatoria State,Tambura County,Tambura Payam,zOH0XmIOR2P,Gamunakpe PHCU,5.572917,27.496853
Western Equatoria State,Tambura County,Tambura Payam,QzSK4zO9C21,Mabaiku PHCU,5.565840,27.432620
Western Equatoria State,Tambura County,Tambura Payam,CVKE369Zu9r,Mangburu PHCU,5.659990,27.504680
Western Equatoria State,Tambura County,Tambura Payam,pQMHUp8Pa8U,Matakurungu PHCU,5.579233,27.457069
Western Equatoria State,Tambura County,Tambura Payam,IVKPansPaLI,Matato PHCU,5.626100,27.406210
Western Equatoria State,Tambura County,Tambura Payam,fuCr8ugl2vA,Nabaria PHCU,5.634566,27.447814
Western Equatoria State,Tambura County,Tambura Payam,XLKGyZtHkbJ,Nzama PHCU,5.619890,27.525090
Western Equatoria State,Tambura County,Tambura Payam,kyfEbge1qyM,Sinakpuro PHCU,5.590556,27.405381
Western Equatoria State,Tambura County,Tambura Payam,iw5LCW5Oq5m,Tambura County Hospital,5.600330,27.474960
Western Equatoria State,Tambura County,Tambura Payam,XJDSlOAZ6fc,Tambura PHCC,5.599780,27.475440
Western Equatoria State,Yambio County,Bangasu Payam,fStpD2P9h2W,Bangasu PHCC,4.792230,28.776720
Western Equatoria State,Yambio County,Gangura Payam,ZI7b5hizWNL,Gangura PHCC,4.446940,28.487190
Western Equatoria State,Yambio County,Nadiangere Payam,e1HFHwzlU1S,Nadiagere PHCC,5.445507,28.340820
Western Equatoria State,Yambio County,Ri-rangu Payam,EEib4S2hAbb,Li Rangu PHCC,4.727690,28.359580
Western Equatoria State,Yambio County,Yambio Town Payam,aOgd73bOP6M,Bazungua PHCC,4.591980,28.451730
Western Equatoria State,Yambio County,Yambio Town Payam,BcVc8mdBEhP,Saura one PHCU,4.623050,28.337910
Western Equatoria State,Yambio County,Yambio Town Payam,mfcgx67KOiG,Yambio PHCC,4.566500,28.397500
Western Equatoria State,Yambio County,Yambio Town Payam,Kl8l29Akoma,Yambio State Hospital,4.572130,28.395490
