State,County,Payam,HF_Boma_ID,Health Facility,Latitude,Longitude
Lakes State,Awerial County,Bunangok Payam,goSJRXs3Sos,Bunagok PHCC,6.213470,30.995410
Lakes State,Awerial County,Dor Payam,oX5NCqRnce6,Awerial PHCU,6.128161,31.170486
Lakes State,Awerial County,Dor Payam,cRqbykE2lKt,Dor PHCU,6.050650,31.286180
Lakes State,Awerial County,Puluk Payam,UM0b6bZFTww,Kalthok PHCU,5.880311,31.520667
Lakes State,Awerial County,Puluk Payam,VszNPo1dWz1,Minkaman PHCC,6.056303,31.512286
Lakes State,Cueibet County,Abiriu Payam,X1KzCfAWQy4,Abiriu PHCC,6.939310,29.423910
Lakes State,Cueibet County,Citcok Payam,upnocuYN7Ri,Chitchok PHCC,7.194868,29.222009
Lakes State,Cueibet County,Duony Payam,wG6sWUBxZUj,Duony PHCU,6.968160,29.371740
Lakes State,Cueibet County,Duony Payam,IbhJS9sS1pr,Mayath PHCU,6.990320,29.328760
Lakes State,Cueibet County,Malou Pec Payam,AWKbfRNMd4O,Cueibet County Hospital,7.013111,29.241811
Lakes State,Cueibet County,Malou Pec Payam,vGjvyhjPFGM,Langdit PHCU,7.059000,29.090000
Lakes State,Cueibet County,Malou Pec Payam,W4e6ppZy8yB,Malou Pec PHCC,7.110418,29.029535
Lakes State,Cueibet County,Ngap Payam,LtsZMr1lUW7,Mayen Thon PHCU,6.971540,29.221830
Lakes State,Cueibet County,Pagor Payam,EYexXzGX5ME,Pagor PHCU,7.209278,29.034544
Lakes State,Cueibet County,Pagor Payam,jILKXi7hBpZ,Tiap Tiap PHCU,7.325156,29.324202
Lakes State,Rumbek Centre County,Amongpiny Payam,eGrd3opekNj,Amongpiny PHCC,7.035389,30.073722
Lakes State,Rumbek Centre County,Jiir Payam,m8itCpQwtBg,Akoljal PHCU,6.798819,29.827431
Lakes State,Rumbek Centre County,Matangai Payam,l5euzqv2dq5,Coloc-Cok PHCU,6.760470,29.542060
Lakes State,Rumbek Centre County,Matangai Payam,Y6s2kwEy1vd,Matangai PHCC,6.847714,29.616747
Lakes State,Rumbek Centre County,Matangai Payam,wxsg6mv3i1t,Mathiangdhiei PHCU,6.777697,29.643856
Lakes State,Rumbek Centre County,Matangai Payam,NyLpqSCzTyJ,Nyang Koot PHCU,6.870410,29.671450
Lakes State,Rumbek Centre County,Mayom Payam,aTFgNTC8H3Z,Bal-Wau PHCU,6.741952,29.503210
Lakes State,Rumbek Centre County,Mayom Payam,KGzIowWEIhd,Bar-Chol PHCU,6.884280,29.542050
Lakes State,Rumbek Centre County,Rumbek Town Payam,TOdkTsJY3h6,Kiir Mayardit Woman Hospital,6.800639,29.671694
Lakes State,Rumbek Centre County,Rumbek Town Payam,IgU40jS7nRT,Malual Bab PHCC,6.800170,29.675440
Lakes State,Rumbek Centre County,Rumbek Town Payam,yybRADmUXTh,Rumbek State Hospital,6.810214,29.678024
Lakes State,Rumbek East County,Aduel Payam,vNJA1Q4M3D0,Aduel PHCC,6.629494,29.897931
Lakes State,Rumbek East County,Aduel Payam,FApiPaNLjot,Dhiau-Kuei PHCU,6.560308,29.838606
Lakes State,Rumbek East County,Aduel Payam,VbOJgeWh2Qo,Mabor Duang PHCC,6.518030,29.839220
Lakes State,Rumbek East County,Aduel Payam,Q5Q2j2jHeuF,Manai PHCU,6.491953,29.835431
Lakes State,Rumbek East County,Akot Payam,iZnD567dPan,Akot PHCC,6.553600,30.037817
Lakes State,Rumbek East County,Atiaba Payam,FwXpi6BIcjz,Atiaba PHCU,6.573940,29.962680
Lakes State,Rumbek East County,Atiaba Payam,qEMCcv0xgue,Maboric PHCU,6.504820,29.874850
Lakes State,Rumbek East County,Cueicok Payam,bzbBqVX2Y42,Cueicok PHCC,6.725450,29.745460
Lakes State,Rumbek East County,Mathiang-kok Payam,a15QS0YoKwq,Amer PHCU,6.631736,29.769672
Lakes State,Rumbek East County,Mathiang-kok Payam,r8K8RaVF0ER,Malou PHCU,6.624911,29.744347
Lakes State,Rumbek East County,Pachong Payam,TngmK03xodH,Pacong PHCC,6.692740,29.789070
Lakes State,Rumbek East County,Pachong Payam,XdqI21TijU2,Panawac PHCU,6.675850,29.813630
Lakes State,Rumbek East County,Paloch Payam,xTNTQhGKQSK,Paloc PHCC,6.767230,30.102660
Lakes State,Rumbek North County,Malueeth Payam,PXvritJTEIh,Malueth PHCU,7.656811,29.648806
Lakes State,Rumbek North County,Maper Payam,DSPZfs6w9Ag,Maper Centre Hospital,7.647750,29.670000
Lakes State,Rumbek North County,Mayen Payam,n6aSH7gtgoh,Amok PHCU,7.564997,29.689400
Lakes State,Rumbek North County,Mayen Payam,jOwA0ncRct3,Mayen PHCU,7.487550,29.663972
Lakes State,Wulu County,Bargel Payam,cMp8TnoWmN8,Bahr Gel PHCU,6.720772,29.155027
Lakes State,Wulu County,Bargel Payam,NlhMUHc5xmu,Makor PHCU,6.600477,29.309978
Lakes State,Wulu County,Domoloto Payam,OBp5taHJNpN,Deteku PHCU,6.134640,29.478850
Lakes State,Wulu County,Domoloto Payam,Cy12agmhemg,Wako PHCU,6.093820,29.767990
Lakes State,Wulu County,Makundi Payam,zCQvhqiTJXt,Laam PHCU,6.329761,29.914550
Lakes State,Wulu County,Wulu Payam,F0719xkigHT,Tonjo PHCU,6.332184,29.726893
Lakes State,Wulu County,Wulu Payam,kXKsbxxXkgm,Wulu PHCC,6.508636,29.627166
Lakes State,Yirol East County,Adior Payam,KMzkuJjXEZM,Adior PHCC,6.780630,30.721610
Lakes State,Yirol East County,Lekakedu Payam,P8IHkhEZMbh,Acigor PHCU,6.711160,30.496470
Lakes State,Yirol East County,Lekakedu Payam,L0Co4qnORlK,Lekakedu PHCU,6.677160,30.586440
Lakes State,Yirol East County,Malek Payam (Yirol E),mUdOVavWeMp,Malek PHCC,6.721100,30.796340
Lakes State,Yirol East County,Pagarau Payam,Iuht1D8s7kr,Nyang PHCC,6.707940,30.605540
Lakes State,Yirol East County,Pagarau Payam,OknWQSewYCP,Pagarau PHCC,6.740650,30.408290
Lakes State,Yirol East County,Yali Payam,cOIn2qPimik,KAP PHCU,6.715860,30.446430
Lakes State,Yirol East County,Yali Payam,oJQWk0p0fyP,Thonabutkok PHCU,6.678890,30.415900
Lakes State,Yirol West County,Abang Payam,xWAo3DDG6xY,Aruau PHCU,6.655810,30.628610
Lakes State,Yirol West County,Abang Payam,NFOC4bU0Mhu,Betoi PHCU,6.637830,30.688490
Lakes State,Yirol West County,Abang Payam,vbJFIPIt7JC,Pankar PHCU,6.577650,30.478340
Lakes State,Yirol West County,Abang Payam,VmPnvY9k6lB,Yirol County Hospital,6.553310,30.501720
Lakes State,Yirol West County,Aluakluak Payam,vP85vJUqiFZ,Agany PHCU,6.436590,30.054860
Lakes State,Yirol West County,Aluakluak Payam,MB3iWYWO1L5,Aluak Luak PHCC,6.468200,30.105100
Lakes State,Yirol West County,Anuol Payam,kvQGL82nqaY,Anuol PHCC,6.258130,30.382680
Lakes State,Yirol West County,Anuol Payam,e9qMrxhD3cQ,Mangang PHCU,6.321610,30.322440
Lakes State,Yirol West County,Geng-geng Payam,BpZn0q2Vu4G,Pabur PHCU,6.432610,30.598990
Lakes State,Yirol West County,Gher Payam,xvwUTq5YnkU,Pandit PHCU,6.594160,30.150390
Lakes State,Yirol West County,Mapuordit Payam,NFLWpUIkRuv,Wouwou PHCU,6.549870,30.496300
Northern Bahr El Ghazal State,Aweil Centre County,Aroyo Payam,t3h4yQ5Jgzr,Aroyo DTC PHCC,8.403320,26.512590
Northern Bahr El Ghazal State,Aweil Centre County,Awada Payam,RWACVPLCmWz,Awada PHCC,8.068610,26.839100
Northern Bahr El Ghazal State,Aweil Centre County,Aweil Town Payam,Ofi0Czhbc2D,Aweil Civil Hospital,8.768444,27.398381
Northern Bahr El Ghazal State,Aweil Centre County,Bar Mayen Payam,oipRfLR61sJ,Bar Mayen PHCC,8.214940,27.364560
Northern Bahr El Ghazal State,Aweil Centre County,Chel South Payam,siUTqJda7jP,Mabok Akot PHCU,8.894972,26.894972
Northern Bahr El Ghazal State,Aweil Centre County,Nyalath Payam,dhF0zQRQ05S,Gabat PHCC,8.759489,27.385069
Northern Bahr El Ghazal State,Aweil East County,Akon North Payam (Aweil E),CaytGdd0MtJ,Peth PHCU,8.964470,27.797250
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,atHio2fziI3,Bakou PHCU,9.437410,27.716810
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Z3Qy7YoybYO,Goldhim TB Hospital,9.232050,27.666890
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,jdDuGLYGhYh,Malualkon County Hospital,9.013590,27.624809
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,NhWxARW0Oau,Omdurman PHCC,9.234350,27.511990
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,lTQza3XMdJv,Rumaker PHCU,9.150000,27.590000
Northern Bahr El Ghazal State,Aweil East County,Baach Payam,j0FRIjq3PQe,Warawar PHCU,9.016810,27.626780
Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,NfcwAwnhjaO,Mabok Tong PHCU,9.479680,27.771067
Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,KaY5tH0xlny,Madhol PHCU,9.038720,27.702980
Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,JqDVHKZwSci,Amethgolduang PHCU,9.085580,27.897150
Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,RYIYJHp5w2j,Lieth PHCC,9.247280,27.783610
Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,z7WfhLAgOr0,Majok Yith Thiou PHCU,9.514741,27.246706
Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Nwd0jU6D2ms,Malual Baai PHCC,9.059250,27.759880
Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,kQWe91yMjsl,Mangar Tong PHCU,9.074190,27.548580
Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,WJCqaRSu5UW,Rumwet Kor PHCU,9.281400,27.585340
Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,WMmYu7OobSk,Tit Chok PHCC,8.858620,27.539770
Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,lF98KiI8hMB,Wonyjok PHCC,9.230833,27.732000
Northern Bahr El Ghazal State,Aweil East County,Mangok Payam,AO36UJ84Ci6,Mangok PHCU,9.042560,27.385960
Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,UnIr5l5O2Pj,Malual-Kuel PHCU,9.428450,27.301810
Northern Bahr El Ghazal State,Aweil East County,Wunlang Payam,NUkMCVImLLm,Wunlang PHCU,9.035850,27.512760
Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,T9Bp33InwUe,Akuem PHCC,8.962100,27.500690
Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,uplsgkEBafn,Warlang PHCU,9.035850,27.512760
Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,uzeUTcdZBHZ,Yargot PHCU,9.008130,27.459180
Northern Bahr El Ghazal State,Aweil North County,Ariath Payam,DTbJ6uxw5EZ,Arieth PHCU,9.105000,27.222400
Northern Bahr El Ghazal State,Aweil North County,Ariath Payam,k4taRUZgwhL,Kajik PHCU,9.166860,27.136800
Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,jNK9M0NLB4V,Ajak Wol PHCU,9.194510,27.061470
Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,pRJtRssStgH,Majak Kar PHCC,9.223714,27.021672
Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,Rw8mEof12rh,Marol Deng Geng PHCU,9.246670,27.063100
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,DUpxinmloYC,Abyei Chok PHCU,9.135790,27.258140
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,lQWfadajAZH,Jaac PPF PHCU,9.474610,27.136100
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,qcMY5ZfIceL,Malual Deng Aruom PHCU,9.211590,27.114430
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,VPUbuVICsh2,Mayen Ulem PHCC,9.037140,27.285400
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,oDstxaoYPb5,Warapei PHCC,9.242620,27.084670
Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,QfXNfh4xAkg,Wargeng PHCU,9.022247,27.365244
Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,Z3fTSFMtfNV,Gok Machar PHCC,9.125620,26.515850
Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,dSqRcblIiZc,Mayom Adhal PHCU,9.115630,26.572820
Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),SeZj85CQP4B,Majak Bai PHCC,9.118758,26.795620
Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),XdfSWQbR3Ya,Warchuei PHCU,9.103360,26.442530
Northern Bahr El Ghazal State,Aweil South County,Ayai Payam,IAa8lcg6RLK,Ayai PHCU,8.521526,27.566890
Northern Bahr El Ghazal State,Aweil South County,Gakrol Payam,IMXROb7FlIE,Akac PHCC,8.573083,27.727028
Northern Bahr El Ghazal State,Aweil South County,Gakrol Payam,DeMB1mWiKt2,Wuncum PHCU,8.661580,27.677160
Northern Bahr El Ghazal State,Aweil South County,Nyieth Payam,Y9w98870Bn8,Nyieth PHCU,8.496383,27.543607
Northern Bahr El Ghazal State,Aweil South County,Nyocawany I Payam,o42Yk9Mqafs,Malek Alel PHCC,8.588820,27.594330
Northern Bahr El Ghazal State,Aweil South County,Panthou Payam,XULLgqw57Nj,Panthou DTC PHCC,8.589080,27.594500
Northern Bahr El Ghazal State,Aweil South County,Tar-Weng Payam,duwMretkQYS,Makuei Alel PHCU,8.708306,27.749750
Northern Bahr El Ghazal State,Aweil South County,Tiar-aleit Payam,Yvmvtbfqc21,Tiar - Aleit PHCC,8.465660,27.533560
Northern Bahr El Ghazal State,Aweil South County,Wathmuok Payam,W74zc6gw9kq,Wathmouk PHCU,8.696930,27.681300
Northern Bahr El Ghazal State,Aweil West County,Gomjuer Center Payam,o7Gkb1life2,Nyamlel PHCC,9.138520,26.982480
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,JuvvKpl9zpG,Aguat PHCU,9.074240,27.091020
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,fIfrTFzMpnb,Amatnyang PHCU,9.074361,27.144556
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,PYXfUCdlP1D,Anyuopjang PHCU,9.131611,26.980301
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,ZzWVxppIMd0,Chelcou PHCC,8.966310,26.860700
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,foq1ThudZZ3,Guangnou PHCU,8.922950,26.915150
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,SHSPGYLVa1A,Majook Dengdit PHCU,9.102761,27.061207
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,LIcaBICNx02,Marial Bai DTC PHCC,9.102560,26.850880
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,OnYnfyxSmzD,Mayom Akuang Rel PHCC,9.054100,26.424009
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,bPczM9peo35,Nyinbouli PHCC,9.021630,26.507000
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,HJXC2ZyJXom,Wedweil PHCC,9.007360,27.197880
Northern Bahr El Ghazal State,Aweil West County,Mariem East Payam,KLpGvRpudfa,Wungiir PHCU,9.119820,26.755970
Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,LDmdIq5ME0m,Maker PHCU,8.913560,27.333000
Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,aU4qZydKIBY,Udhum DTC PHCC,8.886150,27.253030
Pibor Administrative Area,Pibor County,Boma Payam,BKpbwBh3Xo4,Boma Hospital,6.178720,34.388250
Pibor Administrative Area,Pibor County,Kiziongora Payam,x6wg9iAelYO,Khoradep PHCU,6.150830,34.393890
Pibor Administrative Area,Pibor County,Miwono Payam,wJoDKf7eos6,Labarab PHCU,6.661120,33.969700
Pibor Administrative Area,Pibor County,Boma Payam,y44Jtf5gPEV,Meiwun PHCU,6.249778,34.679135
Pibor Administrative Area,Pibor County,Pibor Payam,olSq3f1FuIV,Pibor Hospital,6.795607,33.135455
Pibor Administrative Area,Pibor County,Vertheth Payam,w6hOQJsjIt7,Vertheth PHCU,6.678737,33.206712
Pibor Administrative Area,Pochalla County,Adongo Payam,wDjXMhTBjVT,Ajwara PHCU,7.139130,33.967080
Pibor Administrative Area,Pochalla County,Adongo Payam,FlHdv5w4SiO,Nyium PHCU,7.035610,34.003550
Pibor Administrative Area,Pochalla County,Adongo Payam,mc1vHeY1hM7,Otallo PHCU,7.150013,33.861787
Pibor Administrative Area,Pochalla County,Akiela Payam,vzj86WJa0Io,Okadi PHCU,6.098580,34.019970
Pibor Administrative Area,Pochalla County,Pochalla Payam,HM2L4bWOwXj,Obuodi PHCU,7.080080,34.016740
Pibor Administrative Area,Pochalla County,Pochalla Payam,R1dkQik8wJM,Ojangbai PHCU,7.154630,34.134640
Pibor Administrative Area,Pochalla County,Pochalla Payam,Eld91GNCApn,Pochalla Hospital,7.177610,34.087310
Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,uLEi6odqenf,Abiemnom PHCC,9.398740,28.823400
Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,yGT064K7KDb,Awarpiny PHCU,9.473620,28.888280
Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,B28DxdG6Wuc,Manajoga PHCU,9.392128,28.811239
Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,zZvuNYtjDlC,Panyang PHCU,9.409190,28.912590
Ruweng Administrative Area,Pariang County,Aliiny Payam,DrAr8WxEme3,Bongki PHCU,10.015000,29.790600
Ruweng Administrative Area,Pariang County,Biu Payam,P4jn4BDBHvT,Biu PHCC,9.645710,30.297490
Ruweng Administrative Area,Pariang County,Jamjang Payam,kFzl6ODllUV,Ajoungthok PHCU,9.090000,30.030000
Ruweng Administrative Area,Pariang County,Jamjang Payam,tzZOnvYaLza,Gumriak PHCU,10.027539,30.197250
Ruweng Administrative Area,Pariang County,Jamjang Payam,ROvqQFjmeyY,Hakima Yacoub PHCC,10.100000,30.090000
Ruweng Administrative Area,Pariang County,Jamjang Payam,fZMGT7FP3yV,Jamjang PHCC,9.927930,30.291130
Ruweng Administrative Area,Pariang County,Jamjang Payam,wpXiwPG9hqp,Pamiir PHCC,9.910000,30.350000
Ruweng Administrative Area,Pariang County,Nyiel Payam,VgbxK87iIUK,Kong PHCU,9.836122,30.027536
Ruweng Administrative Area,Pariang County,Pariang Payam,qsrvSTloN5S,Panyang PHCC,10.042220,29.925870
Ruweng Administrative Area,Pariang County,Pariang Payam,YRy4KvqAz5w,Pariang Hospital,9.911340,29.982140
Ruweng Administrative Area,Pariang County,Werthen Payam,c2GUXeWVXcV,Yida Centre A PHCC,10.110000,30.090000
Unity State,Guit County,Guit Payam,Vr8wp1GIyx8,Guit PHCC,9.158310,29.910600
Unity State,Guit County,Kadet Payam,A7UXCHbbY6P,Kedat PHCU,9.031339,30.061294
Unity State,Guit County,Kuach Payam,hVpj1v7ZGDD,Kuach PHCC,8.902070,30.029470
Unity State,Guit County,Kuerguini Payam,QaNPD1hFpLE,Kuerguini PHCU,9.260680,29.891020
Unity State,Guit County,Niemni Payam,qLowRGqGrbL,Niemni PHCC,9.306375,30.026222
Unity State,Koch County,Boaw Payam,qWRgw28vCN8,Boaw PHCC,8.843790,29.729600
Unity State,Koch County,Jaak Payam,POlD8BIeWSU,Rier PHCU,8.782960,30.100230
Unity State,Koch County,Kochlual Payam,SOrMJAYSAgS,Koch Hospital,8.599840,29.989890
Unity State,Koch County,Ngony Payam,BNEzdDm2s7T,Mirmir PHCC,8.464600,30.102250
Unity State,Leer County,Bou Payam,uT5MmWFyeow,Bou PHCU,8.191579,29.962408
Unity State,Leer County,Dok Payam,IwYqd0RGXCf,Juong PHCU,8.301142,30.146642
Unity State,Leer County,Guat Payam,AZWPfydUtO2,Guat PHCU,8.383390,30.144600
Unity State,Leer County,Guat Payam,ywYtdaLK4fn,Leer County Hospital,8.333390,30.198600
Unity State,Leer County,Padeah Payam,iHZKwYatK5z,Dindin PHCU,8.305920,30.231890
Unity State,Leer County,Padeah Payam,UfU1uxTchpt,Gandor PHCU,8.310820,30.241790
Unity State,Leer County,Padeah Payam,XvUs4aufqEl,Lual PHCU,8.240830,30.074460
Unity State,Leer County,Pilieny Payam,lIJwnQgqbg7,Pilieny PHCU,8.176660,30.226350
Unity State,Leer County,Yang Payam,t2IBP0paDla,Thonyor PHCC,8.222650,30.219590
Unity State,Mayendit County,Bhor Payam,v3D2dUNlXuL,Mayendit County Hospital,8.131790,30.016590
Unity State,Mayendit County,Luom Payam,b1Akm08hEa3,Leah PHCU,8.263189,30.115375
Unity State,Mayendit County,Maal Payam,hP8KHAbYtcd,Malkuer PHCU,8.163220,29.942980
Unity State,Mayendit County,Pabuong Payam,QE5QiOHr5xB,Madol PHCU,7.903380,29.842110
Unity State,Mayendit County,Pabuong Payam,BTHKBmUyPap,Pabuong PHCU,8.123880,30.005800
Unity State,Mayendit County,Rubkuay Payam,aeIwADWEGbE,Rubkuay PHCC,8.391780,30.078580
Unity State,Mayendit County,Thaker Payam,OGOQI7aOkzl,Kuok PHCU,8.394450,30.053230
Unity State,Mayendit County,Thaker Payam,xmH0obblqDl,Thakker PHCU,8.393140,30.049370
Unity State,Mayendit County,Tharjiath Payam,WVbiFDfdmkD,Jaguar PHCU,8.359090,30.023630
Unity State,Mayendit County,Tutnyang Payam,GagLLNk1q4P,Luom PHCU,8.397800,30.129560
Unity State,Mayendit County,Tutnyang Payam,eqqhja8aiJ7,Tutnyang PHCU,8.359710,30.100450
Unity State,Mayom County,Bieh Payam,Zc2qOU9WYPZ,Bieh PHCU,9.102030,28.797190
Unity State,Mayom County,Kuerbone Payam,xrgNEXS5dIk,Mayom Hospital,9.222170,29.175670
Unity State,Mayom County,Kueryiek Payam,WEJT2lQoHsY,Kueryiek PHCU,9.042227,28.847746
Unity State,Mayom County,Mankien Payam,OgsyhAsGdI4,Mankien PHCC,9.052120,29.090010
Unity State,Mayom County,Ngop Payam,wRYziNnXfIN,Ngop PHCU,9.122610,28.951350
Unity State,Mayom County,Pub Payam,KW3DjpltsIr,Pub PHCU,9.013087,29.001200
Unity State,Mayom County,Riah Payam,OZigDLH402p,Riah PHCU,8.913130,29.276470
Unity State,Mayom County,Wangkei Payam,pRaIeHTEEJW,Wangkei PHCC,9.087990,29.455460
Unity State,Panyijar County,Ganyliel Payam,GH5hCtafULU,Dekom PHCU,7.358990,30.456560
Unity State,Panyijar County,Ganyliel Payam,iAVwvOesvbL,Ganyiel PHCC,7.404970,30.472370
Unity State,Panyijar County,Kol Payam,MoSTnKVEZ1X,Kol PHCU,7.598200,30.255910
Unity State,Panyijar County,Kol Payam,mfP9gyQqCTT,Maluok PHCU,7.517150,30.267570
Unity State,Panyijar County,Kol Payam,YO8zZaj5Exc,Pathiel PHCU,7.655025,30.247661
Unity State,Panyijar County,Mayom Payam (Mayom),fwqoTFgKWn0,Maluak PHCU,7.745450,30.151090
Unity State,Panyijar County,Nyal Payam,ziDGax3DfFP,Janglou PHCU,7.687260,30.234190
Unity State,Panyijar County,Nyal Payam,wQgd0NLtPJy,Nyal PHCC,7.723750,30.248580
Unity State,Panyijar County,Pachaar Payam,lofNymInBIf,Pachar PHCU,7.317860,30.420740
Unity State,Panyijar County,Pachak Payam,zl1kgw9Kpbb,Morgok PHCU,7.261680,30.333510
Unity State,Panyijar County,Pachak Payam,pXqVSX9jThp,Pachak PHCU,7.292920,30.446360
Unity State,Panyijar County,Pachienjok Payam,xQ1XxsDLwcY,Pacienjok PHCU,7.313420,30.462700
Unity State,Panyijar County,Thoarnhoum Payam,tp8cqxNNyxj,Buotbai PHCU,7.416111,30.465833
Unity State,Panyijar County,Tiap Payam,uRzBQauQjxq,Chuk County Hospital,7.452210,30.281270
Unity State,Panyijar County,Tiap Payam,VvFi3rKs41p,Laidit PHCU,7.457660,30.401110
Unity State,Panyijar County,Tiap Payam,NPPGLlq1fKK,Tiap PHCU,7.414780,30.424030
Unity State,Rubkona County,Bentiu Town Payam,Nefki6Dvi4V,Bentiu State Hospital,9.253500,29.802990
Unity State,Rubkona County,Kaljak Payam,coa8AlhTWmr,Kaljak PHCC,9.276110,29.536490
Unity State,Rubkona County,Rubkotne Payam,QlvQ2POshjh,Rubkona Care PHCC,9.290230,29.789550
Upper Nile State,Akoka County,Akoka Payam,WgIij85ZO9T,Bienythiang PHCU,9.832910,32.037710
Upper Nile State,Akoka County,Akudueng Payam,XI2OFKPPcrl,Bai-chan PHCU,9.552040,32.104510
Upper Nile State,Akoka County,Bienythiang payam,fxQ2Y1dkzaS,Rom PHCU,9.882000,32.153790
Upper Nile State,Akoka County,Rom Payam,R0N6o3nD1y9,Riang PHCU,8.488860,31.833494
Upper Nile State,Baliet County,Abwong Payam,DXHjlSohTm3,Wunbut PHCU,9.156840,32.208290
Upper Nile State,Baliet County,Adong Payam,VLB5WUC9xuz,Adong PHCC,9.243290,32.156360
Upper Nile State,Baliet County,Gel Achiel Payam,rloPT3DQ8po,Gellachol PHCU,9.100863,32.369193
Upper Nile State,Baliet County,Nyongkuach Payam,Kgw8QOZNTpO,Baliet PHCC,9.296000,32.057800
Upper Nile State,Baliet County,Nyongrial Payam,kTpSlh806Xe,Riangnum PHCU,9.330280,32.020870
Upper Nile State,Fashoda County,Dethok Payam,Pb4sJmFTETR,Aburoc PHCU,10.104314,32.083610
Upper Nile State,Fashoda County,Dethok Payam,oyZTj9h7TKl,Detwok PHCU,10.007990,32.182040
Upper Nile State,Fashoda County,Dethok Payam,FzeAAoYRWHB,Mallo PHCU,10.049080,32.208800
Upper Nile State,Fashoda County,Kodok Payam,znn1oyqeGeF,Gollo PHCU,9.960100,32.153220
Upper Nile State,Fashoda County,Kodok Payam,VTdMW0fpAhr,Otego PHCU,9.894000,31.992560
Upper Nile State,Fashoda County,Lul Payam,y9qUFKh7wey,Bol PHCU,9.727600,31.859590
Upper Nile State,Fashoda County,Lul Payam,VafYZGRtkMz,Lul West PHCU,9.758934,31.942028
Upper Nile State,Fashoda County,Lul Payam,dqK6furenke,Orinyi PHCC,9.867760,31.890100
Upper Nile State,Longochuk County,Dajo Payam,wH9InfBEE5J,Dajok PHCC,9.205190,33.958140
Upper Nile State,Longochuk County,Dajo Payam,Qs240yF9Z8S,Wichlita PHCU,9.254340,33.842700
Upper Nile State,Longochuk County,Guelguk Payam,BdKjvZGqXI2,Chot Lual PHCU,9.119932,33.585745
Upper Nile State,Longochuk County,Guelguk Payam,U2pv5fkNbYB,Chutbora PHCC,9.206120,33.753070
Upper Nile State,Longochuk County,Guelguk Payam,VDuX7v6fdNx,Guelguk PHCC,9.755600,32.979870
Upper Nile State,Longochuk County,Longochuk Payam,E86ylJwYxOm,Jongok PHCU,9.054721,33.427595
Upper Nile State,Longochuk County,Longochuk Payam,Qf70H5Zhugs,Mathiang Hospital,9.022864,33.503413
Upper Nile State,Longochuk County,Longochuk Payam,dYOOZzns8px,Warweng PHCU,9.019381,33.469617
Upper Nile State,Longochuk County,Malual Payam,zOOTnc5oaVi,Majiok PHCU,8.942072,33.506261
Upper Nile State,Longochuk County,Malual Payam,CZAyYwELCnr,Malow PHCU,9.006044,33.570687
Upper Nile State,Longochuk County,Malual Payam,RT9tqJ2NIuG,Malual PHCU,8.935452,33.571390
