F__sref,SchType,SchName,Payam,County,State,Lat,Lon
ANF,PRI,Aic New Foundation Primary School,Munuki,Juba,Central Equatoria,4.8405918,31.5809372
SED,PRI,Seventh Day Advantist Primary,Munuki,Juba,Central Equatoria,4.8582057,31.5774463
AIC,PRI,Africa Inland Church Primary,Munuki,Juba,Central Equatoria,4.8666683,31.5568933
SYR,PRI,St Peter The Apostle Primary School,Munuki,Juba,Central Equatoria,4.86578,31.561195
LUI,PRI,Lucia Didi Primary School,Munuki,Juba,Central Equatoria,4.8704083,31.5465683
DWI,PRI,Darling Wisdom Academy Primary School,Munuki,Juba,Central Equatoria,4.8506433,31.5700583
IEM,PRI,Munuki East Ii Primary School,Munuki,Juba,Central Equatoria,4.8600083,31.5790483
NUK,PRI,Munuki Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8743037,31.568784
HYL,PRI,Holyland Academy Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8382783,31.5764933
JLA,PRI,Junilee Academy Primary School,Munuki,Juba,Central Equatoria,4.8709987,31.5698946
JPR,PRI,Juba Private Primary School,Munuki,Juba,Central Equatoria,4.8621617,31.5704917
HAA,PRI,Happy Angels Academy,Munuki,Juba,Central Equatoria,4.8567867,31.5421383
FHA,PRI,Faith Academy Primary School,Munuki,Juba,Central Equatoria,4.8364567,31.58059
NML,PRI,Future Leaders Academy Primary School,Munuki,Juba,Central Equatoria,4.8616967,31.543505
JDA,PRI,Jada Jedid Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8786733,31.5664367
YPS,PRI,Holy Spirit Primary School,Munuki,Juba,Central Equatoria,4.8714433,31.5794917
RDP,PRI,Redeemer Academy Primary School,Munuki,Juba,Central Equatoria,4.8891667,31.553805
RGF,PRI,Bright Future Primary School,Munuki,Juba,Central Equatoria,4.8703535,31.5648852
SHS,PRI,Shining Star Primary School,Munuki,Juba,Central Equatoria,4.8305667,31.5668483
GEX,PRI,Genesis Primary School,Munuki,Juba,Central Equatoria,4.878625,31.5480633
WSB,PRI,St Philip'S Primary School,Munuki,Juba,Central Equatoria,4.846342,31.5764567
LBT,PRI,Libya 2 Primary School,Munuki,Juba,Central Equatoria,4.8691972,31.5685745
HLP,PRI,Philip New Hope Nursery And Primary School,Munuki,Juba,Central Equatoria,4.870205,31.56941
RCY,PRI,Mercy Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8580177,31.5515666
RNB,PRI,Rainbow Primary School,Munuki,Juba,Central Equatoria,4.8363467,31.567585
STA,PRI,Bright Boma Star Primary,Munuki,Juba,Central Equatoria,4.8804733,31.5518767
PDP,PRI,St. Mark Basic School,Munuki,Juba,Central Equatoria,4.696133,30.932617
ESK,PRI,Destiny Kids Primary School,Munuki,Juba,Central Equatoria,4.84937,31.572285
MUH,PRI,Juba Christian Centre Munuki,Munuki,Juba,Central Equatoria,4.861815,31.570465
DPL,PRI,Diplomatic Primary School,Munuki,Juba,Central Equatoria,4.8386517,31.5743
NET,PRI,New Testament Primary School,Munuki,Juba,Central Equatoria,4.8854533,31.5554817
GUD,PRI,Pearl Group Primary School,Munuki,Juba,Central Equatoria,4.862165,31.549325
ANM,PRI,Mentor Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8551947,31.5631399
SZO,PRI,St Paul Primary School,Munuki,Juba,Central Equatoria,4.8364135,31.5808367
EMF,PRI,Emmanuel Nursery And Primary School,Munuki,Juba,Central Equatoria,4.853965,31.5647167
JIU,PRI,Martyrs Memorial Primary School,Munuki,Juba,Central Equatoria,4.83515,31.5867583
TAO,PRI,Tatama Nursery And Primary School,Munuki,Juba,Central Equatoria,4.8478717,31.570455
MOP,PRI,Mer-Kolong Primary,Munuki,Juba,Central Equatoria,4.8535133,31.5710067
CDV,PRI,City Dove Academy Nursery And P/S,Munuki,Juba,Central Equatoria,4.8755333,31.5727417
TBJ,PRI,T B Joshua Primary School,Munuki,Juba,Central Equatoria,4.8822933,31.5435567
GPC,PRI,Gudele Parents Primary School,Munuki,Juba,Central Equatoria,4.8778929,31.5573137
FBR,PRI,Future Birds Primary School,Munuki,Juba,Central Equatoria,4.8698931,31.5451272
VTR,PRI,Victorious Primary School,Munuki,Juba,Central Equatoria,4.8796968,31.5705172
YMF,PRI,Ymca (Hai Mauna),Munuki,Juba,Central Equatoria,4.8483133,31.5704533
MEB,PRI,Munuki East Basic School,Munuki,Juba,Central Equatoria,4.8615657,31.5791898
BSQ,SEC,Bright Boma Star High Secondary School,Munuki,Juba,Central Equatoria,4.8808433,31.5517233
KKK,SEC,Kapuki Secondary School,Munuki,Juba,Central Equatoria,4.8732283,31.5393883
NTM,SEC,Inter-Faith Model Secondary School,Munuki,Juba,Central Equatoria,4.8421322,31.5840601
JPU,SEC,Juba Public Secondary,Munuki,Juba,Central Equatoria,4.8363183,31.5624217
YCV,SEC,Mer-Kelong Standard Secondary School,Munuki,Juba,Central Equatoria,4.8536775,31.5704578
RHS,SEC,Redeemer High School,Munuki,Juba,Central Equatoria,4.8894067,31.5523933
TYS,SEC,City Star Secondary School,Munuki,Juba,Central Equatoria,4.8585009,31.5540513
RST,SEC,St. Elizabeth Of Hungary Secondary School,Munuki,Juba,Central Equatoria,4.8399117,31.5656267
PST,SEC,New Apostolic Secondary School,Munuki,Juba,Central Equatoria,4.870216667,31.57845667
JEX,SEC,Juba Excel Academy Secondary School,Munuki,Juba,Central Equatoria,4.8446783,31.5667967
BGE,SEC,Big Ben Community Secondary School,Munuki,Juba,Central Equatoria,4.8777636,31.5506581
FFP,SEC,Ffeda Progressive Secondary School,Munuki,Juba,Central Equatoria,4.868238333,31.57223667
JBM,SEC,Jubek Model Martyrs Secondary School,Munuki,Juba,Central Equatoria,4.874515,31.5489917
ENI,SEC,Bira Senior Secondary School,Munuki,Juba,Central Equatoria,4.8389983,31.55738
RTM,SEC,Martyrs Memorial Secondary School,Munuki,Juba,Central Equatoria,4.8351717,31.5868317
LIH,SEC,Light House International Secondary School,Munuki,Juba,Central Equatoria,4.8488459,31.5604062
HCA,SEC,Horizon Academy Secondary School,Munuki,Juba,Central Equatoria,4.8765217,31.5686117
UHS,SEC,Unity High School,Munuki,Juba,Central Equatoria,4.850905,31.5620267
NCT,SEC,New Testament Christian Secondary School,Munuki,Juba,Central Equatoria,4.8878467,31.5508633
HVA,SEC,Hill View Academy Secondary School,Munuki,Juba,Central Equatoria,4.8547046,31.5631219
VBA,SEC,Vision Bearers Academy Secondary School,Munuki,Juba,Central Equatoria,4.8442583,31.5631533
DAX,SEC,Darling Wisdon Academy Secondary School,Munuki,Juba,Central Equatoria,4.8528383,31.5720467
SYW,SEC,Mercy Secondary School,Munuki,Juba,Central Equatoria,4.8586417,31.5516383
GMY,SEC,Global Academy Secondary School,Munuki,Juba,Central Equatoria,4.8547567,31.5629783
RBO,SEC,Rainbow Secondary School,Munuki,Juba,Central Equatoria,4.8363,31.5677617
PES,SEC,Peace Secondary School,Munuki,Juba,Central Equatoria,4.8815825,31.5549969
DSF,SEC,Dreamland Secondary School,Munuki,Juba,Central Equatoria,4.8417792,31.5637874
AZS,SEC,Al-Nebras Secondary School,Munuki,Juba,Central Equatoria,4.8645171,31.5450284
NEQ,SEC,Juba Seventh Day Adventist Secondaey School,Munuki,Juba,Central Equatoria,4.858153333,31.57820833
SGQ,SEC,St John Paul 11 Day Secondary School,Munuki,Juba,Central Equatoria,4.8706617,31.57447
SRZ,SEC,St. Mark'S Orthodox High Secondary School,Munuki,Juba,Central Equatoria,4.875055,31.575315
RVC,SEC,Ravens Secondary School,Munuki,Juba,Central Equatoria,4.8705857,31.5688556
CFS,SEC,Chinese Friendship Secondary,Munuki,Juba,Central Equatoria,4.85933,31.56842
BZF,SEC,Bright Hope Secondary School,Munuki,Juba,Central Equatoria,4.8633533,31.547755
PIG,SEC,Pentagon International Secondary School,Munuki,Juba,Central Equatoria,4.8649667,31.5501733
GHS,SEC,Golden High School,Munuki,Juba,Central Equatoria,4.8326817,31.5706117
GSJ,SEC,Grace Senior Secondary School,Munuki,Juba,Central Equatoria,4.8743067,31.568785
GFS,SEC,Golden Future Senior Secondary School,Munuki,Juba,Central Equatoria,4.8781719,31.5478486
DFT,SEC,Mandela Mixed Day Secondary School,Munuki,Juba,Central Equatoria,4.8845712,31.5533135
NDO,ECD,Missionary Jean Nursery School,Northern Bari,Juba,Central Equatoria,4.8755583,31.5233867
GUF,ECD,Gudele West Nursey School,Northern Bari,Juba,Central Equatoria,4.8632483,31.5278383
ETN,ECD,Bethsaida Nursery School,Northern Bari,Juba,Central Equatoria,4.84365,31.53597
NUI,ECD,New Light Nursery School,Northern Bari,Juba,Central Equatoria,4.8550683,31.5205767
DMZ,ECD,Dmi Mangateen Nursery School,Northern Bari,Juba,Central Equatoria,4.8867533,31.5709817
RDS,ECD,Redeemer Children Nursery School,Northern Bari,Juba,Central Equatoria,4.8751317,31.6110217
BXT,ECD,Bright Way High Nursery School,Northern Bari,Juba,Central Equatoria,4.8709867,31.5148133
RPE,ECD,Orphanage Straight Link Nursery School,Northern Bari,Juba,Central Equatoria,4.852723333,31.52493833
GSU,ECD,Garden Of Hope Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8748517,31.5358817
GOG,ECD,Venus Star Academy Nursery School- Goroyo,Northern Bari,Juba,Central Equatoria,4.909283333,31.58172
ASH,ECD,Angels Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.91561,31.5855917
ADJ,ECD,Alliance Junior Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.89175,31.5683733
RDN,ECD,Gwerekek Nursery School,Northern Bari,Juba,Central Equatoria,5.1053373,31.6999708
GLI,ECD,Golden Star Nursery School,Northern Bari,Juba,Central Equatoria,4.871451667,31.54111167
PQK,ECD,Pioneer Generation Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8488744,31.5339248
SZA,ECD,St.Elizabeth Nursery School,Northern Bari,Juba,Central Equatoria,4.7761583,31.63044
CTD,ECD,City Angel Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8347683,31.5230217
SIU,ECD,St Lawrence Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.895125,31.5611283
EKI,ECD,Elite Kindergarden School,Northern Bari,Juba,Central Equatoria,4.850865,31.50876
KXY,ECD,King'S Modern Nursery School,Northern Bari,Juba,Central Equatoria,4.87308,31.5190833
SLO,ECD,St. Paul Nursery School,Northern Bari,Juba,Central Equatoria,4.8875283,31.56528
GMW,ECD,Gurei Modern Nursery School,Northern Bari,Juba,Central Equatoria,4.8580767,31.51927
BDQ,ECD,Baraka Central Nursery School,Northern Bari,Juba,Central Equatoria,4.8519,31.517525
SMW,ECD,St Mary'S Nursery School,Northern Bari,Juba,Central Equatoria,4.8739017,31.5223467
DZE,ECD,Juba Diplomatic Nursery School,Northern Bari,Juba,Central Equatoria,4.893115,31.56003
KXE,ECD,Kapuki Nursery School,Northern Bari,Juba,Central Equatoria,4.8731286,31.5401878
BMI,ECD,Bright Mind Nusery School,Northern Bari,Juba,Central Equatoria,4.888995,31.55885833
JYU,ECD,Joy Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8682083,31.5375317
TYD,ECD,City Campus Nursery School,Northern Bari,Juba,Central Equatoria,4.868648333,31.5281
KWK,ECD,Kapuri Nursery School,Northern Bari,Juba,Central Equatoria,4.8685083,31.4830417
UGN,ECD,Kuggi Nursery School,Northern Bari,Juba,Central Equatoria,4.853005,31.540735
LWV,ECD,Leads Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8398467,31.4928567
LHS,ECD,Alpha Nursery School,Northern Bari,Juba,Central Equatoria,4.87608,31.50225
URN,ECD,Luri Rokwe Nursery School,Northern Bari,Juba,Central Equatoria,4.8990108,31.5971557
VUS,ECD,Venus Star Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.891916667,31.571435
HAT,ECD,Hai Baraka Christian Nursery School,Northern Bari,Juba,Central Equatoria,4.8464383,31.5158283
DMX,ECD,Dmi St. Joseph Nursery School,Northern Bari,Juba,Central Equatoria,4.8774917,31.51795
CDN,ECD,City Dove Nursery School,Northern Bari,Juba,Central Equatoria,4.8696986,31.5061583
FNU,ECD,Future Nursery School,Northern Bari,Juba,Central Equatoria,4.886135,31.5758267
ENU,ECD,Eloi Nursery School,Northern Bari,Juba,Central Equatoria,4.872426667,31.52475167
GUH,ECD,Gudele Church Of Christ Nursery School,Northern Bari,Juba,Central Equatoria,4.85133,31.539435
CLN,ECD,Christian Light Nursery School,Northern Bari,Juba,Central Equatoria,4.867345,31.5051183
NUC,ECD,New Generation Nursery School,Northern Bari,Juba,Central Equatoria,4.8749533,31.5195367
BHH,ECD,Bright Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.8527698,31.4942313
SBM,ECD,St Peter Nursery School,Northern Bari,Juba,Central Equatoria,4.8517749,31.5218831
GEC,ECD,Good Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.86686,31.4983233
DSG,ECD,Dreamland Nursery School,Northern Bari,Juba,Central Equatoria,4.8429767,31.52462
SQH,ECD,St. Thomas Nursery School,Northern Bari,Juba,Central Equatoria,4.857415,31.5244067
SWM,ECD,St. Paul (Gudele) Nursery School,Northern Bari,Juba,Central Equatoria,4.8645412,31.5177582
HIN,ECD,Holy Innocents Nursery,Northern Bari,Juba,Central Equatoria,4.8510845,31.5246666
FHE,ECD,Father Abraham Nursery School,Northern Bari,Juba,Central Equatoria,4.8767817,31.5044867
RRV,ECD,River Baptist Nursery School,Northern Bari,Juba,Central Equatoria,4.9005567,31.5615467
EWN,ECD,New Comfort Nursery School,Northern Bari,Juba,Central Equatoria,4.866635,31.489925
SSD,ECD,Standard Nursery School,Northern Bari,Juba,Central Equatoria,4.8691829,31.5140514
TNW,ECD,Thoare Gatkuer Nursery School,Northern Bari,Juba,Central Equatoria,4.888625,31.5792483
DMQ,ECD,Mmi Mary Immaculate Nursery School,Northern Bari,Juba,Central Equatoria,4.86741,31.4901867
BZQ,ECD,Bethel Nursery School,Northern Bari,Juba,Central Equatoria,4.8823501,31.5758351
GLV,ECD,Glorious Nursery School,Northern Bari,Juba,Central Equatoria,4.854115,31.5249683
AUD,ECD,Anika Kindergarden Nursery School,Northern Bari,Juba,Central Equatoria,4.84501,31.53556
GGL,ECD,Global Nursery School,Northern Bari,Juba,Central Equatoria,4.8486783,31.44889
AFB,ECD,Africa Inland Church Nursery School,Northern Bari,Juba,Central Equatoria,4.8619533,31.5221333
LHZ,ECD,Little Angel Nursery School Gudele,Northern Bari,Juba,Central Equatoria,4.871755,31.52994
WSK,ECD,Wisdom Hall Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8725083,31.50728
WYU,ECD,Winner Takes Away Nursery School,Northern Bari,Juba,Central Equatoria,4.849391667,31.50943167
CCC,ECD,Chrisco Nursery School,Northern Bari,Juba,Central Equatoria,4.850395,31.52744
WSF,ECD,Wisdom Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8357217,31.52508
RGG,ECD,Right Pillar Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.8591133,31.5328833
ASW,ECD,Amule Nursery School,Northern Bari,Juba,Central Equatoria,4.859275,31.5121883
DCY,ECD,Dr John Garang Bilpham,Northern Bari,Juba,Central Equatoria,4.9038558,31.5917128
LWS,ECD,Lowani Senstize Nursery School,Northern Bari,Juba,Central Equatoria,4.8632383,31.5381133
LVU,ECD,Living Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.8422583,31.52118
HNU,ECD,Holy Family Nursery School,Northern Bari,Juba,Central Equatoria,4.8638933,31.5143033
CPO,ECD,Champions Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.891795,31.583355
CLS,ECD,Cleverland Nursery School,Northern Bari,Juba,Central Equatoria,4.859865,31.4994983
LYQ,ECD,Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.8644,31.5319683
FAB,ECD,Faith And Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.87722,31.52384
EXW,ECD,Midset Junior Academy Nursery School,Northern Bari,Juba,Central Equatoria,4.867905,31.5148917
EAN,ECD,Real Hope Nursery School,Northern Bari,Juba,Central Equatoria,4.8834417,31.5529233
KQZ,ECD,Kabo Nursery School,Northern Bari,Juba,Central Equatoria,4.8645633,31.4613867
RSV,ECD,Royal Star International Academy Nursery,Northern Bari,Juba,Central Equatoria,4.8899317,31.5526017
GNV,ECD,Grace Integrated Nursery School,Northern Bari,Juba,Central Equatoria,4.8574617,31.50964
WSG,PRI,Wisdom Academy Primary School,Northern Bari,Juba,Central Equatoria,4.8358083,31.52505
AVM,PRI,Amule Primary School,Northern Bari,Juba,Central Equatoria,4.8591517,31.5122317
KXJ,PRI,King'S Modern Primary School,Northern Bari,Juba,Central Equatoria,4.8731233,31.519095
SZU,PRI,St Mary'S Primary School,Northern Bari,Juba,Central Equatoria,4.8738505,31.5219168
BOY,PRI,St. Paul (Gudele) Primary School - Gureyi,Northern Bari,Juba,Central Equatoria,4.8645783,31.517735
NYB,PRI,Naying Primary,Northern Bari,Juba,Central Equatoria,4.87774,31.6029333
DRQ,PRI,Dr. John Garang Bilpham Primary School,Northern Bari,Juba,Central Equatoria,4.9039419,31.5916325
